page_id,year,month,rank,title,views
3665831,2024,2,56,Samuel Pereira,52017
5520510,2024,2,73,Fagata,47334
1775675,2024,2,118,Paweł Czarnecki,37411
1466311,2024,2,130,Alicja Węgorzewska-Whiskerd,36163
1435566,2024,2,213,Marzena Domaros,28577
4566742,2024,2,227,Fame MMA,27962
5590842,2024,2,293,Sami swoi. Początek,24787
1576435,2024,2,348,Tomasz Bocheński,22733
1800218,2024,2,384,Vixen (raper),21740
6011764,2024,2,462,Ewa Wrzosek,19687
4540908,2024,2,488,Total Casino,19128
1042401,2024,2,577,Magdalena Cwenówna,17522
5186160,2024,2,582,Josef Bratan,17437
3914351,2024,2,630,Pamiętnik Anastazji P.,16687
2640902,2024,2,819,Lista i wyniki gal Konfrontacji Sztuk Walki,14534
2865738,2024,2,825,Lista odcinków serialu Świat według Kiepskich,14508
5484238,2024,2,826,Wojciech Gola,14486
3733133,2024,2,852,Marcin Matczak,14219
5558157,2024,2,865,Lista i wyniki gal Fame MMA,14130
4824632,2024,2,909,Michał Pasternak,13756
805572,2024,3,55,Jarosław Sokołowski (gangster),53984
5520510,2024,3,112,Fagata,41809
1775675,2024,3,127,Paweł Czarnecki,39283
3796898,2024,3,136,Tomasz Wygoda,36930
2721090,2024,3,172,Fotorewolwer Brandla,34099
1800218,2024,3,307,Vixen (raper),25897
4283844,2024,3,317,Lejb Fogelman,25406
90690,2024,3,509,Wojciech Mann,20043
1034284,2024,3,556,Rafał Maserak,19156
882097,2024,3,569,Strzelanina w Magdalence,18809
4579545,2024,3,584,Jacek Jeschke,18510
811636,2024,3,590,Beata Michniewicz,18443
1268179,2024,3,608,Star-Typ Sport,18073
4770081,2024,3,614,Malwina Wędzikowska,17995
1133396,2024,3,654,Piotr Morawiec,17463
3110896,2024,3,655,Aleksander Milwiw-Baron,17462
3829451,2024,3,666,Hanna Żudziewicz,17268
2501394,2024,3,674,Alina Kamińska (aktorka),17200
4972433,2024,3,732,Lista odcinków programu Twoja twarz brzmi znajomo,16381
5120188,2024,3,741,Karolina Gilon,16290
3971571,2024,3,780,Jan Śpiewak (działacz społeczny),15826
4838342,2024,3,812,Historyczne tablice rejestracyjne w Polsce,15513
4534185,2024,3,830,Maciej Taborowski,15205
783009,2024,3,877,Andrzej Banasiak,14719
5571794,2024,3,888,Maria Ejchart,14643
5573487,2024,3,899,Lexy Chaplin,14526
2865738,2024,3,925,Lista odcinków serialu Świat według Kiepskich,14299
983360,2024,3,942,Monika Osińska,14193
4750829,2024,3,966,Hotel Paradise,13954
1232047,2024,3,973,Agnieszka Woźniak-Starak,13912
5520510,2024,4,92,Fagata,37537
3110896,2024,4,119,Aleksander Milwiw-Baron,34742
4991853,2024,4,138,Patrycja Matusz,31800
144827,2024,4,191,21 Brygada Strzelców Podhalańskich,27549
3647339,2024,4,235,Radosław Kotarski,25367
136442,2024,4,261,Wielka gra,24269
4972433,2024,4,297,Lista odcinków programu Twoja twarz brzmi znajomo,23170
3388572,2024,4,310,Okręgi wyborcze do Parlamentu Europejskiego w Polsce,22646
3177440,2024,4,350,Hell’s Kitchen. Piekielna kuchnia,21379
4600808,2024,4,392,Ninja Warrior Polska,20370
2916980,2024,4,395,Małgorzata Rozenek-Majdan,20320
1800218,2024,4,505,Vixen (raper),17915
5446089,2024,4,547,Barbara Nowak (kurator),17330
184419,2024,4,551,Tadeusz Sznuk,17220
4750829,2024,4,567,Hotel Paradise,16995
499582,2024,4,594,Va banque (teleturniej),16505
729929,2024,4,597,Małgorzata Mańka-Szulik,16477
805572,2024,4,617,Jarosław Sokołowski (gangster),16231
4579545,2024,4,630,Jacek Jeschke,16104
1034284,2024,4,662,Rafał Maserak,15760
4866621,2024,4,699,Bartłomiej Marszałek,15234
4283844,2024,4,715,Lejb Fogelman,15001
1567672,2024,4,723,Mieczysław Grąbka,14928
4307220,2024,4,751,Akop Szostak,14628
5499832,2024,4,794,Skolim,14268
1108254,2024,4,840,Piotr Gulczyński,13917
1232047,2024,4,846,Agnieszka Woźniak-Starak,13892
3796898,2024,4,855,Tomasz Wygoda,13808
1618786,2024,4,890,Wybory do Parlamentu Europejskiego w Polsce,13557
1610198,2024,4,902,Dane statystyczne o miastach w Polsce,13466
95621,2024,4,916,Zakład,13335
2865738,2024,4,979,Lista odcinków serialu Świat według Kiepskich,12863
715444,2024,5,11,Jacek Zieliński (muzyk),103346
5520510,2024,5,15,Fagata,94954
715440,2024,5,43,Andrzej Zieliński (wokalista),56936
5366251,2024,5,85,Gracjan Szadziński,44251
5283968,2024,5,152,Emil Czeczko,32665
3110896,2024,5,160,Aleksander Milwiw-Baron,31832
5499832,2024,5,228,Skolim,26354
4003120,2024,5,264,Mateusz Ziółko,24782
4182432,2024,5,288,Testament holograficzny,23727
4579545,2024,5,329,Jacek Jeschke,22295
3759751,2024,5,350,Tomasz Oświeciński,21876
4972433,2024,5,404,Lista odcinków programu Twoja twarz brzmi znajomo,20249
5544183,2024,5,440,Zofia Czekalska,19311
4566742,2024,5,446,Fame MMA,19210
2458161,2024,5,488,Jarosław Stróżyk,18366
3177440,2024,5,510,Hell’s Kitchen. Piekielna kuchnia,17899
2366013,2024,5,556,Poparzeni Kawą Trzy,17012
4750829,2024,5,633,Hotel Paradise,15972
805572,2024,5,651,Jarosław Sokołowski (gangster),15827
4082870,2024,5,660,Michał Kempa,15756
2916980,2024,5,758,Małgorzata Rozenek-Majdan,14702
1821038,2024,5,792,Józefina Pellegrini,14418
1742130,2024,5,800,Joanna Najfeld,14287
5637882,2024,5,836,Matylda (serial telewizyjny),13967
590580,2024,5,851,Just 5,13872
3388572,2024,5,863,Okręgi wyborcze do Parlamentu Europejskiego w Polsce,13781
4824632,2024,5,935,Michał Pasternak,13245
3843713,2024,5,960,Marlena Milwiw,13117
1085843,2024,5,989,Synkretyzm w literaturze,12921
556327,2024,6,35,Janusz Kondratowicz,76684
946346,2024,6,66,Halina Kiepska,51198
5359381,2024,6,113,Aleksander Rewiński,39318
304455,2024,6,143,Oddział Zamknięty,34501
856148,2024,6,199,Bogdan Łyszkiewicz,28818
5520510,2024,6,225,Fagata,27547
4598434,2024,6,341,Michał Zembala,22063
5499832,2024,6,387,Skolim,20431
255479,2024,6,429,Proletaryat,19474
2298150,2024,6,551,Arkadius,17017
2489584,2024,6,555,Ewa Woydyłło-Osiatyńska,16966
529962,2024,6,569,Krzysztof Jaryczewski,16815
5046043,2024,6,642,Sylwia Dekiert,15796
2865738,2024,6,703,Lista odcinków serialu Świat według Kiepskich,15015
3110896,2024,6,712,Aleksander Milwiw-Baron,14958
798059,2024,6,731,Waldemar Kiepski,14800
1059427,2024,6,743,Natalia Niemen,14693
2721090,2024,6,750,Fotorewolwer Brandla,14563
5366251,2024,6,755,Gracjan Szadziński,14487
5485869,2024,6,768,Kacperczyk,14313
5558089,2024,6,807,Zaginięcie Iwony Wieczorek,13964
877057,2024,6,891,Elżbieta Zapendowska,13105
3177440,2024,6,908,Hell’s Kitchen. Piekielna kuchnia,13009
3849212,2024,6,929,Sprawiedliwi – Wydział Kryminalny,12817
210385,2024,7,45,Przemysław Babiarz,63005
1302254,2024,7,54,Sprawa zabójstwa Krzysztofa Olewnika,54863
496180,2024,7,68,Danuta Holecka,50837
5499832,2024,7,118,Skolim,37519
5520510,2024,7,227,Fagata,26776
1864217,2024,7,286,Marcin Bisiorek,24195
661188,2024,7,309,Roman Frankl,23591
5558089,2024,7,353,Zaginięcie Iwony Wieczorek,21654
5484238,2024,7,523,Wojciech Gola,17703
1943859,2024,7,566,Ewa Ciepiela,17215
2304885,2024,7,590,Emerytura olimpijska,16761
2916980,2024,7,591,Małgorzata Rozenek-Majdan,16750
475168,2024,7,638,Numerariusz,16065
2302464,2024,7,659,Lista najstarszych ludzi w Polsce,15811
184419,2024,7,669,Tadeusz Sznuk,15703
4717269,2024,7,719,Oskar Stuhr,14888
4963905,2024,7,852,Emilia Sanecka,13723
2865738,2024,7,927,Lista odcinków serialu Świat według Kiepskich,13115
637000,2024,8,19,Krzysztof Banaszyk,124074
5499590,2024,8,27,Radosław Piesiewicz,106538
5499832,2024,8,71,Skolim,52650
5536076,2024,8,97,Michał Kuczmierowski,43285
649252,2024,8,175,Felicjan Andrzejczak,33593
1407765,2024,8,252,Polscy medaliści letnich igrzysk olimpijskich,27243
840038,2024,8,267,Leszek Kamiński,26374
2489584,2024,8,291,Ewa Woydyłło-Osiatyńska,25477
210385,2024,8,332,Przemysław Babiarz,23893
4800204,2024,8,383,Greg Duplantis,22085
529636,2024,8,393,Andrzej Dąbrowski (piosenkarz),21703
5520510,2024,8,416,Fagata,21255
3822039,2024,8,424,Jan Młynarski,21068
721375,2024,8,553,Wanda Kwietniewska,18278
2661877,2024,8,559,Mecze reprezentacji Polski w piłce siatkowej mężczyzn na igrzyskach olimpijskich,18146
4566742,2024,8,577,Fame MMA,17735
5089375,2024,8,602,Kasjusz Życiński,17332
873732,2024,8,603,Aldona Grochal,17297
1083519,2024,8,642,Małgorzata Sadowska (aktorka),16706
1444067,2024,8,657,Anna Tomaszewska,16464
1800218,2024,8,670,Vixen (raper),16288
5179615,2024,8,692,Katarzyna Sienkiewicz (wokalistka),16040
2916980,2024,8,710,Małgorzata Rozenek-Majdan,15814
2304885,2024,8,773,Emerytura olimpijska,15183
4750829,2024,8,790,Hotel Paradise,14949
519024,2024,8,835,Fokus,14626
3009190,2024,8,884,Marek Fornal,14218
2865738,2024,8,911,Lista odcinków serialu Świat według Kiepskich,13924
1232047,2024,8,915,Agnieszka Woźniak-Starak,13886
533872,2024,8,919,Iwo Pawłowski,13866
487413,2024,8,944,Maciej Dowbor,13644
2302464,2024,8,966,Lista najstarszych ludzi w Polsce,13461
2366013,2024,8,967,Poparzeni Kawą Trzy,13447
3110896,2024,8,991,Aleksander Milwiw-Baron,13281
649252,2024,9,4,Felicjan Andrzejczak,175420
5499832,2024,9,36,Skolim,56103
5732047,2024,9,61,Jacek Bazan,44715
4474676,2024,9,76,Stefan Czarnecki (bokser),39912
5571249,2024,9,93,Przemysław Klima,36982
147926,2024,9,96,Grand Press,36271
730857,2024,9,118,Aleksandra Kwaśniewska,32848
2717233,2024,9,146,Agnieszka Głowacka,30041
5236147,2024,9,151,Paweł Jumper,29776
2489584,2024,9,163,Ewa Woydyłło-Osiatyńska,28952
5592581,2024,9,166,Joanna Kopczyńska,28726
5382568,2024,9,206,Boxdel,25881
1775675,2024,9,207,Paweł Czarnecki,25874
5536076,2024,9,211,Michał Kuczmierowski,25554
2493978,2024,9,253,Powódź tysiąclecia w Kłodzku,23564
133658,2024,9,260,Krzysztof Materna,23384
4566742,2024,9,328,Fame MMA,20742
4750829,2024,9,341,Hotel Paradise,20366
86849,2024,9,352,Zbigniew Hołdys,20069
5520510,2024,9,356,Fagata,19971
2492517,2024,9,367,Małgorzata Żak,19806
3483475,2024,9,371,Powódź w Polsce,19733
1792149,2024,9,372,Zbiornik Topola,19685
590539,2024,9,383,Bartek Wrona,19489
5089375,2024,9,435,Kasjusz Życiński,18206
4373299,2024,9,498,WPolsce24,16892
3876500,2024,9,547,Nieboczowy (uroczysko),16181
3354318,2024,9,593,Sylwester Wardęga,15529
3155532,2024,9,594,Henryk T. Czarnecki,15528
5499590,2024,9,623,Radosław Piesiewicz,15116
590580,2024,9,629,Just 5,15023
109888,2024,9,640,Jarosław Kret,14915
4204040,2024,9,644,Państwowe Gospodarstwo Wodne Wody Polskie,14868
3110896,2024,9,651,Aleksander Milwiw-Baron,14698
1924944,2024,9,661,Rzeki we Wrocławiu,14584
4972433,2024,9,672,Lista odcinków programu Twoja twarz brzmi znajomo,14521
5581675,2024,9,680,Marek Boroń,14428
495625,2024,9,764,Tomasz Kammel,13715
3265240,2024,9,796,Zbiornik przeciwpowodziowy w Jarnołtówku,13427
5557209,2024,9,821,Przemysław Rosati,13192
4177187,2024,9,823,Jessica Mercedes Kirschner,13182
4669283,2024,9,829,Andrzej Bartkowiak (strażak),13152
177231,2024,9,855,Jacek Bończyk,12923
3741098,2024,9,880,Maria Bielińska-Czarnecka,12720
3849212,2024,9,911,Sprawiedliwi – Wydział Kryminalny,12531
2500309,2024,9,933,Lech Sołuba,12406
84442,2024,9,939,Cofka,12367
4617368,2024,9,959,Gabi Drzewiecka,12211
3829451,2024,9,985,Hanna Żudziewicz,12027
3657785,2024,10,19,Napad na filię Kredyt Banku przy ul. Żelaznej w Warszawie,86870
5499832,2024,10,84,Skolim,40326
2835026,2024,10,94,Jacek Dubois,38702
2717233,2024,10,109,Agnieszka Głowacka,36649
134786,2024,10,165,Dzień Edukacji Narodowej,30319
5004864,2024,10,171,Łukasz Mejza,30160
4750829,2024,10,184,Hotel Paradise,28953
5742600,2024,10,198,Budda (youtuber),28235
5732047,2024,10,230,Jacek Bazan,26197
2492517,2024,10,248,Małgorzata Żak,25072
5662658,2024,10,271,Modelki,24206
231240,2024,10,298,Jerzy Molga,22908
1476731,2024,10,313,Renata Aleksander,22234
730857,2024,10,342,Aleksandra Kwaśniewska,21247
5360763,2024,10,350,Piotr Mróz (aktor),21080
3311795,2024,10,358,Błażej Król,20899
2489584,2024,10,396,Ewa Woydyłło-Osiatyńska,19791
1115787,2024,10,399,Ryszard Bogucki,19756
3769192,2024,10,400,Piotr Sankowski,19731
5179615,2024,10,472,Katarzyna Sienkiewicz (wokalistka),18356
5571249,2024,10,473,Przemysław Klima,18336
3675526,2024,10,503,Janusz Koman,17655
5391004,2024,10,510,Dorota Rasińska-Samoćko,17526
4972433,2024,10,513,Lista odcinków programu Twoja twarz brzmi znajomo,17401
5571794,2024,10,572,Maria Ejchart,16536
2458161,2024,10,578,Jarosław Stróżyk,16423
6109524,2024,10,622,Dariusz Wieczorek,15766
3829451,2024,10,661,Hanna Żudziewicz,15163
649252,2024,10,691,Felicjan Andrzejczak,14909
5520510,2024,10,727,Fagata,14420
1059427,2024,10,756,Natalia Niemen,14201
3759751,2024,10,760,Tomasz Oświeciński,14188
96935,2024,10,802,Roman Kluska,13713
2528082,2024,10,853,Dorota Szelągowska,13302
4579545,2024,10,875,Jacek Jeschke,13089
2298150,2024,10,934,Arkadius,12633
3110896,2024,10,941,Aleksander Milwiw-Baron,12589
3108052,2024,10,968,Joanna Przetakiewicz,12484
5569558,2024,11,188,Listy do M. (seria),31439
3657785,2024,11,195,Napad na filię Kredyt Banku przy ul. Żelaznej w Warszawie,31248
5499832,2024,11,237,Skolim,28082
4048986,2024,11,241,Chobielin-Dwór,27798
730857,2024,11,247,Aleksandra Kwaśniewska,27421
3110896,2024,11,277,Aleksander Milwiw-Baron,26205
5264609,2024,11,279,Witold Skrzydlewski,26117
1683381,2024,11,363,Lech Wilczek,23059
5504424,2024,11,400,Zabójstwo dokonane przez Kajetana Poznańskiego,21789
1775675,2024,11,436,Paweł Czarnecki,20866
5179615,2024,11,493,Katarzyna Sienkiewicz (wokalistka),19577
2717233,2024,11,519,Agnieszka Głowacka,18972
5320006,2024,11,534,Igo (piosenkarz),18702
3849212,2024,11,550,Sprawiedliwi – Wydział Kryminalny,18479
5571249,2024,11,574,Przemysław Klima,18008
90690,2024,11,583,Wojciech Mann,17833
1476731,2024,11,602,Renata Aleksander,17518
649252,2024,11,697,Felicjan Andrzejczak,16427
4750829,2024,11,736,Hotel Paradise,16013
5241916,2024,11,794,Jacek Sienkiewicz (wokalista),15285
1760837,2024,11,815,Chada,15096
5520510,2024,11,866,Fagata,14591
5270320,2024,11,905,Żurnalista,14212
2640902,2024,11,951,Lista i wyniki gal Konfrontacji Sztuk Walki,13850
2489584,2024,11,956,Ewa Woydyłło-Osiatyńska,13802
475168,2024,12,39,Numerariusz,64152
5499832,2024,12,41,Skolim,63134
2399718,2024,12,43,Piotr Pogonowski,61987
6109524,2024,12,47,Dariusz Wieczorek,58628
228398,2024,12,170,Zbigniew Korpolewski,30885
5569558,2024,12,184,Listy do M. (seria),30457
4637638,2024,12,299,Ryszard Balicki,24612
4281019,2024,12,350,Sylwester Marciniak,22785
3754675,2024,12,421,Stanisław Karpiel-Bułecka,20606
396070,2024,12,462,Papa Dance,19699
1550465,2024,12,493,Kolędy polskie,18968
3110896,2024,12,498,Aleksander Milwiw-Baron,18879
818689,2024,12,506,Mariusz Ziomecki,18805
4701184,2024,12,512,Konrad Składowski,18609
5004864,2024,12,514,Łukasz Mejza,18578
594670,2024,12,518,Andrzej Rosiewicz,18453
4324866,2024,12,567,Henryk Zatyka,17683
5734178,2024,12,596,Zalia,17137
3759751,2024,12,597,Tomasz Oświeciński,17134
3311795,2024,12,645,Błażej Król,16609
2489584,2024,12,662,Ewa Woydyłło-Osiatyńska,16505
5500709,2024,12,699,Wersow,16032
5794371,2024,12,733,Mirosław Kurkowski,15650
2451313,2024,12,799,Rozmowy przy wycinaniu lasu,15105
5520510,2024,12,802,Fagata,15080
730857,2024,12,832,Aleksandra Kwaśniewska,14782
4750829,2024,12,838,Hotel Paradise,14726
3740467,2024,12,879,Sałatka gyros,14429
5439745,2024,12,899,Justyna Dobrosz-Oracz,14305
5575905,2024,12,984,Mateusz Socha,13499
352558,2025,1,49,Eugeniusz Olejarczyk,65154
4323532,2025,1,55,Wzgórze psów,61596
496307,2025,1,91,Maria Wiernikowska,46883
5499832,2025,1,107,Skolim,44017
5804422,2025,1,126,Lady Love,41863
3481676,2025,1,157,Radzimir Dębski,37766
5520510,2025,1,238,Fagata,30741
5767443,2025,1,371,Plebiscyt Przeglądu Sportowego 2024,24318
3759751,2025,1,434,Tomasz Oświeciński,22562
4338173,2025,1,467,Witek Muzyk Ulicy,21743
786093,2025,1,519,Paulina Smaszcz,20310
90690,2025,1,523,Wojciech Mann,20268
5263515,2025,1,554,Robert Dobrzycki,19700
2169360,2025,1,665,Grażyna Bułka,17958
1630116,2025,1,673,Bogdan Augustyn,17846
4750829,2025,1,767,Hotel Paradise,16534
3040304,2025,1,781,Słoń (raper),16434
4829018,2025,1,795,Aleksander Makowski,16222
5796376,2025,1,830,Agnieszka Dziekan,15878
4373299,2025,1,844,WPolsce24,15781
93310,2025,1,846,Numery kierunkowe w Polsce,15770
5004864,2025,1,847,Łukasz Mejza,15762
4890977,2025,1,848,Filip Gurłacz,15757
3130955,2025,1,891,Arleta Bojke,15372
3153819,2025,1,898,Jaśmina Polak,15329
1039763,2025,1,913,Edward Miszczak,15181
2302464,2025,1,934,Lista najstarszych ludzi w Polsce,14961
148779,2025,1,939,Maciej Kurzajewski,14889
594670,2025,1,975,Andrzej Rosiewicz,14630
5585382,2025,2,26,Agnieszka Kwiatkowska-Gurdak,67776
2255420,2025,2,42,Litworowy Kocioł (Tatry Zachodnie),58851
786093,2025,2,50,Paulina Smaszcz,50775
1683381,2025,2,53,Lech Wilczek,50092
4364660,2025,2,124,Błażej Spychalski,34313
3956457,2025,2,132,Halina Paszkowska-Turska,32911
148779,2025,2,200,Maciej Kurzajewski,27997
661507,2025,2,205,Grażyna Łobaszewska,27305
5801713,2025,2,270,Teo Tomczuk,23493
5499832,2025,2,351,Skolim,20612
3959674,2025,2,384,Evviva l’arte!,19664
3113039,2025,2,390,Zdobywcy Pewnych Oskarów,19525
564937,2025,2,440,Diabeł morski,18425
5593572,2025,2,480,Urszula Demkow,17492
867442,2025,2,505,Bartosz Porczyk,17032
3760507,2025,2,579,Dariusz Łukowski,15994
93310,2025,2,603,Numery kierunkowe w Polsce,15691
4750829,2025,2,611,Hotel Paradise,15551
165644,2025,2,618,Marcin Wójcik (artysta kabaretowy),15330
90690,2025,2,655,Wojciech Mann,14847
877057,2025,2,696,Elżbieta Zapendowska,14439
4890977,2025,2,723,Filip Gurłacz,14208
2528082,2025,2,729,Dorota Szelągowska,14157
5796376,2025,2,749,Agnieszka Dziekan,14026
5804422,2025,2,750,Lady Love,14017
1217329,2025,2,751,Wojciech Czuchnowski,14004
2065902,2025,2,816,Sławomir Żarski,13355
1926939,2025,2,821,Leon Komornicki,13323
5120188,2025,2,822,Karolina Gilon,13312
5536076,2025,2,843,Michał Kuczmierowski,13139
2302464,2025,2,871,Lista najstarszych ludzi w Polsce,12988
4716193,2025,2,887,Nicole Sochacki-Wójcicka,12853
2489584,2025,2,893,Ewa Woydyłło-Osiatyńska,12836
6007112,2025,2,930,Chłopiec w pasiastej piżamie,12565
5185921,2025,2,980,Alberto (raper),12287
4890977,2025,3,6,Filip Gurłacz,173977
6011764,2025,3,13,Ewa Wrzosek,127049
2062376,2025,3,17,Miuosh,101551
786093,2025,3,27,Paulina Smaszcz,80055
2829833,2025,3,34,Adrianna Borek,76785
3110896,2025,3,60,Aleksander Milwiw-Baron,59937
5523843,2025,3,74,Magdalena Narożna,53629
148779,2025,3,90,Maciej Kurzajewski,48193
3597832,2025,3,92,Zbigniew Maj,47432
4427892,2025,3,120,Tomasz Wolny,39910
867442,2025,3,128,Bartosz Porczyk,38350
5468200,2025,3,133,Mieczysław Mentzen,37297
3959674,2025,3,191,Evviva l’arte!,30963
1683381,2025,3,194,Lech Wilczek,30686
4055102,2025,3,199,Adam Kornacki,30364
3629594,2025,3,233,Ryszard Majdzik,27621
4265189,2025,3,267,Daniel Przastek,25555
3796898,2025,3,301,Tomasz Wygoda,23654
836662,2025,3,311,Marcin Wrona (dziennikarz),23140
4750829,2025,3,334,Hotel Paradise,22425
4534185,2025,3,345,Maciej Taborowski,22198
5263515,2025,3,430,Robert Dobrzycki,20122
495996,2025,3,443,Iwona Pavlović,19826
2835026,2025,3,444,Jacek Dubois,19797
5573890,2025,3,456,Genzie,19682
2604380,2025,3,470,Tabela wszech czasów polskiej I ligi w piłce nożnej,19343
5573487,2025,3,480,Lexy Chaplin,19157
4579545,2025,3,491,Jacek Jeschke,18996
4877130,2025,3,506,Sonia Mietielica,18787
5799546,2025,3,528,U Pana Boga w Królowym Moście,18389
1760837,2025,3,545,Chada,18050
5649686,2025,3,546,MasterChef Nastolatki,18048
5439745,2025,3,612,Justyna Dobrosz-Oracz,16945
1034284,2025,3,650,Rafał Maserak,16309
3772785,2025,3,663,Srebrna (przedsiębiorstwo),16096
3314730,2025,3,667,Jan Kliment (tancerz),16037
5187551,2025,3,690,Olga Łasak,15779
5446685,2025,3,697,Urszula Chincz,15697
2955918,2025,3,733,Dorota Kania,15206
93310,2025,3,736,Numery kierunkowe w Polsce,15162
4927921,2025,3,739,Grzegorz i Rafał Collins,15146
5499832,2025,3,766,Skolim,14922
4140823,2025,3,809,Sprawa śmierci Ewy Tylman,14499
3971571,2025,3,852,Jan Śpiewak (działacz społeczny),14026
1022111,2025,3,869,Marcin Hakiel,13872
165644,2025,3,872,Marcin Wójcik (artysta kabaretowy),13855
245426,2025,3,896,Łukasz Turski,13646
805572,2025,3,903,Jarosław Sokołowski (gangster),13581
1610198,2025,3,908,Dane statystyczne o miastach w Polsce,13518
4540908,2025,3,986,Total Casino,12996
2829833,2025,4,31,Adrianna Borek,98946
4890977,2025,4,44,Filip Gurłacz,74367
205601,2025,4,71,Dorota Wysocka-Schnepf,49177
4010433,2025,4,75,Monika Braun,47858
2062376,2025,4,101,Miuosh,41301
4449716,2025,4,239,Wojciech Zygmunt,25505
3959674,2025,4,262,Evviva l’arte!,24368
5590670,2025,4,271,Magda Butrym,23749
5468200,2025,4,291,Mieczysław Mentzen,22796
5855951,2025,4,294,Teresa Trzaskowska,22724
2213484,2025,4,375,Atak na biuro poselskie Prawa i Sprawiedliwości w Łodzi,19666
1614392,2025,4,429,Browary Regionalne Jakubiak,18322
5571794,2025,4,438,Maria Ejchart,18144
3118202,2025,4,503,CW 24tv,16995
4750829,2025,4,510,Hotel Paradise,16883
786093,2025,4,523,Paulina Smaszcz,16646
3130955,2025,4,531,Arleta Bojke,16484
4151482,2025,4,534,Mirosław Minkina (profesor),16449
4427892,2025,4,539,Tomasz Wolny,16342
664234,2025,4,578,Katarzyna Gärtner,15845
2034336,2025,4,585,Tomasz Lech,15785
3565368,2025,4,614,Marek Rosiak (1948–2010),15319
2489584,2025,4,650,Ewa Woydyłło-Osiatyńska,14899
495996,2025,4,651,Iwona Pavlović,14896
5179615,2025,4,688,Katarzyna Sienkiewicz (wokalistka),14415
805572,2025,4,690,Jarosław Sokołowski (gangster),14380
93310,2025,4,693,Numery kierunkowe w Polsce,14366
86849,2025,4,752,Zbigniew Hołdys,13680
4877130,2025,4,772,Sonia Mietielica,13538
4579545,2025,4,818,Jacek Jeschke,13159
4297031,2025,4,819,Andrzej Grzebyk,13145
4899346,2025,4,826,Agnieszka Gozdyra,13088
1232047,2025,4,854,Agnieszka Woźniak-Starak,12840
4540908,2025,4,879,Total Casino,12682
3649907,2025,4,887,Maksymilian Sznepf,12642
1289330,2025,4,919,Jerzy Kalibabka,12417
783009,2025,4,920,Andrzej Banasiak,12411
5523843,2025,4,931,Magdalena Narożna,12324
5592558,2025,4,932,Andrzej Pecka,12321
4617368,2025,4,937,Gabi Drzewiecka,12271
205601,2025,5,15,Dorota Wysocka-Schnepf,251701
3649907,2025,5,17,Maksymilian Sznepf,229332
468386,2025,5,27,Joka,167976
4890977,2025,5,39,Filip Gurłacz,108128
5855951,2025,5,61,Teresa Trzaskowska,71156
2829833,2025,5,64,Adrianna Borek,68128
5504424,2025,5,118,Zabójstwo dokonane przez Kajetana Poznańskiego,43974
4579545,2025,5,120,Jacek Jeschke,43567
4010433,2025,5,128,Monika Braun,41628
3479247,2025,5,138,Maciej Zaborowski,39792
3656332,2025,5,155,Alicja Schnepf,35779
5468200,2025,5,189,Mieczysław Mentzen,31456
5492027,2025,5,200,Mateusz Murański,30529
140290,2025,5,231,Bogdan Rymanowski,28505
1658238,2025,5,272,Piotr Ferster,25891
2062376,2025,5,319,Miuosh,23162
4710108,2025,5,322,Wybory prezydenckie w Polsce w 2020 roku (pierwsze),23070
864079,2025,5,325,Steczkowscy,22736
3829451,2025,5,366,Hanna Żudziewicz,20838
2489584,2025,5,379,Ewa Woydyłło-Osiatyńska,20324
4750829,2025,5,439,Hotel Paradise,18573
5423415,2025,5,454,Murański,18069
4881498,2025,5,456,Radomir Wit,18041
2829070,2025,5,460,Elżbieta Tarkowska,17979
3130955,2025,5,462,Arleta Bojke,17900
5736085,2025,5,471,Tomasz Sygut,17735
677661,2025,5,472,Barbara i Jan,17721
1760837,2025,5,473,Chada,17701
3150817,2025,5,479,Paweł Fortuna,17538
4265454,2025,5,495,Emil Stępień,17311
3843713,2025,5,521,Marlena Milwiw,16864
5439745,2025,5,535,Justyna Dobrosz-Oracz,16538
1666334,2025,5,536,Bronisław Trzaskowski,16537
109986,2025,5,552,Bogusław Nizieński,16335
4899346,2025,5,585,Agnieszka Gozdyra,15827
730857,2025,5,604,Aleksandra Kwaśniewska,15435
5843155,2025,5,665,The Traitors. Zdrajcy,14828
5082420,2025,5,690,Piotr Witwicki,14570
3110896,2025,5,699,Aleksander Milwiw-Baron,14486
294301,2025,5,712,Sebastian Krajewski,14303
4427892,2025,5,714,Tomasz Wolny,14291
162858,2025,5,745,Totart,13921
4540908,2025,5,840,Total Casino,13129
5648308,2025,5,865,Zofia Reklewska-Braun,12908
5540970,2025,5,882,Przemysław Witek (polityk),12743
1059427,2025,5,903,Natalia Niemen,12523
4865322,2025,5,912,Stanisław Trzaskowski,12455
5499832,2025,5,915,Skolim,12447
3118202,2025,5,934,CW 24tv,12228
5717707,2025,5,937,Danuta Rucińska,12184
5410792,2025,5,987,Alaksiej Nasiewicz,11897
5884436,2025,6,91,Jakub Nowak (siatkarz),42308
654858,2025,6,154,Redan (przedsiębiorstwo),30867
5855951,2025,6,156,Teresa Trzaskowska,30713
205126,2025,6,210,Marcin Jabłoński (polityk),25257
5245648,2025,6,223,Top Secret (przedsiębiorstwo),24469
5410792,2025,6,232,Alaksiej Nasiewicz,23784
4575300,2025,6,237,Robert Żarczyński,23635
