title,year,month,Zmiana względna,Zmiana bezwzględna
Harry Potter (seria filmów),2018,1,"3,5674488247926397",118194
Anita Włodarczyk,2016,8,"2,975518069279604",118102
Jan Błachowicz,2021,3,"4,863627250259293",117890
Jan Paweł I,2025,4,"3,419831826375429",117730
Vital Heynen,2018,9,"3,7856530926951852",117631
Elżbieta II,2023,5,"2,0783905898618076",117616
Harry Potter (seria filmów),2020,4,"3,554415381887455",117594
Ranking FIFA,2016,6,"3,508428942009733",117474
Wilfredo León,2024,8,"3,063561563894655",117399
Elon Musk,2024,11,"3,7702675628779203",117247
Bob Dylan,2016,10,"4,186863753589752",117202
Jakub Błaszczykowski,2023,6,"3,8728874169309253",117179
Brigitte Macron,2017,5,"4,8248752657053275",117154
Marszałek Sejmu Rzeczypospolitej Polskiej,2023,11,"4,191585940835713",117107
Kazik Staszewski,2020,5,"6,32109941648034",117088
Dolores O’Riordan,2018,1,"3,8531649477417016",117066
Bitcoin,2017,12,"4,8644813094448125",116995
Dzień Matki,2020,5,"2,008782270186934",116843
Lista państw świata według liczby ludności,2020,4,"4,429997636924006",116710
Konrad Krajewski,2025,4,"3,7243360214216765",116663
Hillary Clinton,2016,11,"4,0548927094875555",116546
Palestyna (państwo),2023,11,"3,7515698931859425",116509
Linkin Park,2017,7,"4,95425332096223",116490
Bayraktar TB2,2022,3,"2,8788211298151403",116433
Bartosz Kurek,2018,10,"3,7194660850743",116400
Barack Obama,2016,11,"5,38054636850037",116358
Mistrzostwa Europy w Piłce Nożnej 2024,2024,3,"2,5103249528618763",116347
Freddie Mercury,2019,3,"3,365734246109809",116233
Lista państw świata według liczby ludności,2020,3,"4,411129825101314",116068
Marian Turski,2025,2,"2,6630461275661412",115993
James Bond,2016,1,"3,663396091423562",115990
San Marino,2021,10,"5,641787767270493",115974
Pandemia grypy hiszpanki,2020,4,"3,4603382533607596",115821
Petro Poroszenko,2022,2,"3,4032926198196884",115525
Robert Karaś,2022,8,"4,049117254451436",115516
Małgorzata Kidawa-Błońska,2020,2,"3,1287554748561273",115506
Artur Szpilka,2016,1,"4,849408298485972",115497
Mistrzostwa Świata U-20 w Piłce Nożnej 2019,2019,5,"2,4474221170525303",115485
Szariat,2015,9,"4,017874278886545",115462
Diego Maradona,2022,12,"3,3595209385027283",115449
Stanisław Dziwisz,2020,11,"3,9842719240914626",115397
Józef Piłsudski,2016,11,"3,0517065972781263",115364
Meghan (księżna Sussexu),2021,3,"3,912230425569687",115358
Epidemia ospy prawdziwej we Wrocławiu,2025,11,"2,3344626046378667",115150
Kijów,2022,2,"3,151441527100616",115116
Sara James,2022,6,"4,329455685453782",115014
Andrzej Duda,2020,5,"3,6042825601448696",114790
Wojciech Olszański,2021,11,"5,238656740266427",114598
Halloween,2017,10,"2,2426121251827715",114558
Konstytucja 3 maja,2021,4,"3,131709583186781",114274
Taco Hemingway,2018,4,"4,571826459765947",114188
Stany Zjednoczone,2020,4,"2,3648004114672574",114102
Wojciech Szczęsny,2022,11,"4,0137827273725915",114073
Elon Musk,2025,2,"3,6924852678538302",113955
Sławomir Zapała,2017,12,"2,710638883517894",113871
Kamila (księżna Kornwalii),2020,11,"3,3269061581330335",113862
Siły Powietrzne,2022,3,"6,59202999687014",113759
Mołdawia,2022,5,"5,229211255203702",113728
Kot Schrödingera,2018,3,"5,5324322234198355",113664
RMS Titanic,2017,4,"3,8226206692442832",113573
Napoleon Bonaparte,2023,11,"4,63430681234865",113548
Jannik Sinner,2025,7,"3,9463620284986485",113518
Wtyk amerykański,2024,10,"3,1491636338848514",113501
I wojna światowa,2018,11,"2,9025076649590247",113485
Kuba Badach,2024,9,"4,040341578656361",113412
Puchar Świata w skokach narciarskich,2018,3,"3,3297154177301995",113246
Państwa posiadające broń jądrową,2022,3,"2,8810766083891597",113180
Władysław Kosiniak-Kamysz,2020,6,"4,0760938227142836",113147
Dżuma,2020,4,"4,435321999163924",113065
Robert Biedroń,2019,2,"4,295647905361564",113014
Edward VII,2022,9,"5,303532585620129",112941
RMS Titanic,2017,11,"3,8066402707635336",112930
Leonard Cohen,2016,11,"2,4281558310144193",112910
Robert Lewandowski,2015,10,"2,268763263976286",112843
Partie polityczne w Polsce,2023,10,"5,017744358521152",112772
Powstanie warszawskie,2017,4,"3,364235144503785",112728
Kösem,2016,5,"2,890149845081566",112663
Henryk Gulbinowicz,2020,11,"2,390671297820504",112641
Rafał Brzoska,2025,2,"5,478555427614362",112589
Maciej Kurzajewski,2022,10,"4,051389579285101",112540
Blanka Lipińska,2020,2,"3,8653479050075776",112456
Marta Lempart,2020,10,"2,6765149720635226",112455
Diana (księżna Walii),2022,11,"3,6807742955021086",112298
Henryk Sienkiewicz,2016,11,"3,9223303147287574",112225
Fryderyk Chopin,2021,2,"3,198635818255979",111890
Palestyna,2023,10,"3,8028684619627904",111784
Konfederacja KORWiN Braun Liroy Narodowcy,2019,5,"2,784575966999892",111617
Harry Potter,2017,1,"2,623455847380341",111615
Państwa Europy,2019,9,"2,720985429489746",111574
Anna Przybylska,2023,4,"4,5406047507885585",111501
Elon Musk,2018,2,"3,6336523654814163",111465
Dekalog,2020,11,"4,2212290897528755",111440
Konkurs Piosenki Eurowizji 2019,2019,5,"3,5359051863995763",111371
Wiktoria (królowa Wielkiej Brytanii),2022,9,"5,484182759106743",111344
Tomasz Jakubiak (kucharz),2025,5,"2,9053940514199295",111122
Bogdan Kacmajor,2026,1,"2,4339027239111775",111100
LGBT,2019,3,"3,2537546133326836",111019
Marek Jakubiak,2025,5,"4,05175202665527",110774
Mariusz Pudzianowski,2016,12,"4,734697689138028",110750
Robert Lewandowski,2017,10,"2,2441172149003723",110651
Zbigniew Ścibor-Rylski,2018,8,"2,918964517625232",110328
Atak atomowy na Hiroszimę i Nagasaki,2022,3,"5,665855328394739",110202
Christian Eriksen,2021,6,"2,9769102423796623",110191
Donald Trump,2025,3,"2,6844260916518397",110086
Edward (hrabia Wesseksu),2021,4,"2,711618822320963",109978
Strona główna,2016,4,"2,600152296207851",109892
Mistrzostwa Europy w Piłce Nożnej 2016 (eliminacje),2015,10,"2,5769751541799635",109867
Luke Perry,2019,3,"3,414320443238354",109812
Agata Mróz-Olszewska,2016,12,"3,5809311409776923",109775
Michael Schumacher,2021,9,"6,3821861274861815",109716
Wielkanoc,2016,3,"2,8539705489285447",109593
Papież,2025,4,"4,933827340168764",109391
Hymn Polski,2019,11,"3,2441939249735188",109381
Rzeź wołyńska,2022,4,"3,414468660565216",109242
Dzień Ojca,2018,6,"2,2349230215322327",109073
Stan Lee,2018,11,"2,529222008723825",109032
Piotr Żyła,2017,1,"3,330080758021236",108890
Tomasz Jakubiak (kucharz),2025,4,"2,8628699001025377",108642
Wielki Szlem (tenis),2020,10,"3,893830689220929",108372
Liban,2020,8,"5,149583843360531",108254
Carrie Fisher,2016,12,"3,3609439222608226",108152
Karl Lagerfeld,2019,2,"2,402516158319102",108136
Andrzej (książę Yorku),2021,4,"3,298782295832736",108020
Joanna Lichocka,2020,2,"3,2772036666537736",107940
Stanisław Tymiński,2026,3,"4,410504062702236",107795
Maryla Rodowicz,2016,12,"3,683284903687069",107674
Żołnierze wyklęci,2020,3,"3,127184836968758",107509
Popek (raper),2016,11,"3,176482915562987",107506
Tomasz Sekielski,2019,5,"2,347688113823654",107445
Powstanie warszawskie,2015,8,"3,252890242520912",107419
Ahmed I,2016,5,"3,023979494392844",107355
Jan Kulczyk,2015,8,"4,848362738474603",107280
Andrzej Lepper,2024,1,"5,316501680373869",107246
Wybory prezydenckie w Stanach Zjednoczonych w 2024 roku,2024,11,"3,7338758019054423",107178
Czesław Michniewicz,2022,1,"3,1959181580431775",107056
LGBT,2019,7,"3,172815746842227",107032
James Bond,2015,12,"3,4568736867208947",106996
Powstanie warszawskie,2024,8,"3,2440187236776734",106996
Siergiej Szojgu,2022,3,"2,8242520802557376",106942
Dancing with the Stars. Taniec z gwiazdami,2025,11,"3,630970639889555",106862
Wotum zaufania,2025,6,"2,3666810302531265",106778
Leopard 2,2023,1,"5,004112293447575",106748
Świńska grypa,2020,3,"2,22383547567275",106712
Stany Zjednoczone,2021,1,"2,2761914160035643",106694
Budka Suflera,2020,2,"5,854254483399445",106541
07 zgłoś się,2021,5,"5,198386712557192",106481
Matty Cash,2022,12,"2,6015301448864006",106400
Islandia,2018,6,"3,96820912297184",106079
Most Krymski,2022,10,"3,670340643526347",106076
Dom dobry,2025,11,"3,40953939889965",105986
Gra o tron (serial telewizyjny),2019,5,"4,03257995144783",105985
Elon Musk,2020,5,"3,5033693840832285",105951
Filip (książę Edynburga),2021,3,"3,0489908505775496",105737
Katastrofa w Czarnobylskiej Elektrowni Jądrowej,2019,7,"3,4334485861945336",105645
Edward VIII Windsor,2020,11,"4,2911860283053525",105626
Elvis Presley,2023,1,"4,895378090948034",105442
Irena Szewińska,2018,7,"3,677851480791465",105384
Roksana Węgiel,2019,11,"3,804671286268806",105275
Małgorzata Windsor (księżniczka),2023,12,"2,7903336272075925",105255
Bartłomiej Sienkiewicz,2024,1,"2,4447536800852436",105250
Gwiezdne wojny,2016,2,"3,127801889121393",105088
Popek (raper),2016,4,"3,126963299936145",105060
Diuna (powieść),2024,3,"3,4882114556250907",104915
Izrael,2021,5,"3,1075452812659368",104849
Turniej olimpijski w piłce siatkowej mężczyzn 2016,2016,8,"2,8141776888496217",104722
Roman Polański,2019,8,"5,081051444150253",104713
Zespół Aspergera,2017,8,"3,339049173427861",104529
Pogrom w Jedwabnem,2018,2,"4,645775066583349",104511
Krzysztof Wielicki,2018,1,"2,794373559858307",104350
Zdzisław Najmrodzki,2021,9,"3,232924202677216",104235
Żołnierze wyklęci,2019,3,"3,061494743018551",104189
Iran,2024,4,"4,23166267779464",104157
Kleopatra,2023,5,"2,095617167094007",103912
Przepowiednia Malachiasza,2025,4,"2,13603971728409",103887
Dodi Al-Fayed,2022,11,"3,33236010169522",103849
Robert Biedroń,2020,6,"4,0282962700150415",103846
Niki Lauda,2018,1,"3,9557608533629893",103812
Gra o tron (serial telewizyjny),2019,4,"3,9658824627877136",103654
Joker (film 2019),2019,10,"3,5235641066590153",103589
Premierzy Polski,2023,12,"4,5754739402881315",103571
Pablo Escobar,2016,9,"3,5210374358824987",103440
Mistrzostwa Europy w Piłce Nożnej 2020,2019,11,"2,267300341691042",103422
Melania Trump,2020,11,"2,9807475170463262",103250
Donald Trump,2026,1,"2,575804157071916",102987
Jan Paweł I,2025,5,"3,116802769047996",102987
Gwiezdne wojny: Przebudzenie Mocy,2015,12,"2,8997303289383214",102980
Strona główna,2016,5,"2,4974963125586793",102842
Mistrzostwa Świata w Piłce Nożnej 2022,2022,10,"2,1132405071258633",102782
Beata Szydło,2015,11,"3,5540313492886813",102732
YouTube,2022,8,"2,470139329427949",102618
Dżuma,2020,7,"4,116505790191093",102572
Sylwester Latkowski,2020,5,"2,4480784723890827",102453
COVID-19,2020,4,"2,540050806488019",102345
Margaret Thatcher,2020,12,"4,097548068691",102231
Joanna Opozda,2021,8,"3,544249511787334",102095
Liga Narodów w Piłce Siatkowej Mężczyzn 2019,2019,6,"2,3085870373695143",102041
Powstanie wielkopolskie,2018,12,"4,233118940990195",101941
Alan Rickman,2016,1,"4,034112980644009",101929
Aleksiej Nawalny,2022,3,"2,5045864787177616",101909
Sławomir Nowak,2020,7,"2,3624807790876474",101898
Jerzy VI Windsor,2020,12,"3,3308161291358176",101846
Rozpad ZSRR,2022,2,"5,102956183623009",101721
Wojciech Pszoniak,2020,10,"2,3587173633899274",101581
Powstanie warszawskie,2023,8,"3,1296117844581275",101541
Jacek Kurski,2020,7,"3,9352935334199306",101443
Metoda D’Hondta,2019,10,"2,9916000864215584",101399
Sprawa Tomasza Komendy,2021,2,"3,100136359713472",101393
Theodore Kaczynski,2023,6,"5,047820895753074",101378
Rzeź wołyńska,2016,7,"3,2385147938530676",101281
Izrael,2023,11,"3,0318054229248843",101081
Marek Hłasko,2020,12,"4,049300039780625",101068
Natalia Kaczmarek,2024,8,"2,9977932813905723",100879
Tobiasz Bocheński,2024,2,"4,4183980988992735",100838
NATO,2022,5,"2,7237067783056297",100819
Taco Hemingway,2018,5,"4,153171688954371",100804
Mariupol,2022,3,"2,6955531559831156",100757
Freddie Mercury,2021,9,"3,0500331975722754",100722
G20,2017,7,"3,347392392925634",100721
Steve Jobs,2018,12,"5,183584107159476",100719
NATO,2022,4,"2,7210225316626864",100662
Odra (choroba),2018,11,"4,420586223077116",100521
Wirus Ebola,2020,3,"2,915064054565504",100477
Anita Włodarczyk,2024,8,"2,6756160906748088",100173
